question,choices,pct_voters,Trump,Biden,state,q_id,abbrev,votes,lat,lon
What is your racial or ethnic heritage and level of education?,Nonwhite noncollege,0.17,21,77,new-york,25,NY,29,42.9538,-75.5268
What is your racial or ethnic heritage and level of education?,Nonwhite college,0.11,14,84,new-york,25,NY,29,42.9538,-75.5268
What is your age and education level?,Noncollege 18-44,0.17,50,47,new-york,26,NY,29,42.9538,-75.5268
What is your age and education level?,College 18-44,0.18,29,69,new-york,26,NY,29,42.9538,-75.5268
What is your age and education level?,College 45+,0.41,50,50,new-york,26,NY,29,42.9538,-75.5268
What is your age and education level?,Noncollege 45+,0.24,35,64,new-york,26,NY,29,42.9538,-75.5268
Which of the following best describes the area where you live?,Urban,0.34,25,73,new-york,27,NY,29,42.9538,-75.5268
Which of the following best describes the area where you live?,Suburban,0.42,49,49,new-york,27,NY,29,42.9538,-75.5268
Which of the following best describes the area where you live?,Small town or rural,0.24,55,43,new-york,27,NY,29,42.9538,-75.5268
What is your gender? And the size of the place where you live?,Urban men,0.17,35,64,new-york,28,NY,29,42.9538,-75.5268
What is your gender? And the size of the place where you live?,Suburban men,0.19,51,47,new-york,28,NY,29,42.9538,-75.5268
What is your gender? And the size of the place where you live?,Small town/Rural men,0.09,60,38,new-york,28,NY,29,42.9538,-75.5268
What is your gender? And the size of the place where you live?,Urban women,0.17,16,83,new-york,28,NY,29,42.9538,-75.5268
What is your gender? And the size of the place where you live?,Suburban women,0.23,48,51,new-york,28,NY,29,42.9538,-75.5268
What is your gender? And the size of the place where you live?,Small town or rural women,0.14,51,48,new-york,28,NY,29,42.9538,-75.5268
What is your gender? And the size of the place where you live?,All others,0.01,,,new-york,28,NY,29,42.9538,-75.5268
What is your racial or ethnic heritage? And the size of the place where you live?,White urban,0.18,36,63,new-york,29,NY,29,42.9538,-75.5268
What is your racial or ethnic heritage? And the size of the place where you live?,White suburban,0.33,57,42,new-york,29,NY,29,42.9538,-75.5268
What is your racial or ethnic heritage? And the size of the place where you live?,White small town or rural,0.2,59,40,new-york,29,NY,29,42.9538,-75.5268
What is your racial or ethnic heritage? And the size of the place where you live?,Nonwhite urban,0.15,13,86,new-york,29,NY,29,42.9538,-75.5268
What is your racial or ethnic heritage? And the size of the place where you live?,Nonwhite suburban,0.09,22,75,new-york,29,NY,29,42.9538,-75.5268
What is your racial or ethnic heritage? And the size of the place where you live?,Nonwhite small town or rural,0.03,,,new-york,29,NY,29,42.9538,-75.5268
What describes the area where you live? And what is your level of education?,Urban college,0.18,23,76,new-york,30,NY,29,42.9538,-75.5268
What describes the area where you live? And what is your level of education?,Suburban college,0.17,41,57,new-york,30,NY,29,42.9538,-75.5268
What describes the area where you live? And what is your level of education?,Small town or rural college,0.06,37,60,new-york,30,NY,29,42.9538,-75.5268
What describes the area where you live? And what is your level of education?,Urban noncollege,0.15,29,70,new-york,30,NY,29,42.9538,-75.5268
What describes the area where you live? And what is your level of education?,Suburban noncollege,0.25,55,44,new-york,30,NY,29,42.9538,-75.5268
What describes the area where you live? And what is your level of education?,Small town or rural noncollege,0.18,61,38,new-york,30,NY,29,42.9538,-75.5268
"Do you or does any other member of your household own a handgun, rifle, shotgun, or any other kind of firearm?",Gun in household,0.24,62,37,new-york,31,NY,29,42.9538,-75.5268
"Do you or does any other member of your household own a handgun, rifle, shotgun, or any other kind of firearm?",No gun in household,0.76,37,62,new-york,31,NY,29,42.9538,-75.5268
"Have you, or has any member of your household, ever served in the U.S. military?",Veteran household,0.24,53,46,new-york,32,NY,29,42.9538,-75.5268
"Have you, or has any member of your household, ever served in the U.S. military?",Nonveteran household,0.76,40,59,new-york,32,NY,29,42.9538,-75.5268
Which best describes your family's financial situation? Are you...,Getting ahead,0.11,,,new-york,33,NY,29,42.9538,-75.5268
Which best describes your family's financial situation? Are you...,Holding steady,0.72,42,56,new-york,33,NY,29,42.9538,-75.5268
Which best describes your family's financial situation? Are you...,Falling behind,0.16,,,new-york,33,NY,29,42.9538,-75.5268
How serious a problem is racism in U.S. society?,Very serious,0.53,18,81,new-york,11,NY,29,42.9538,-75.5268
How serious a problem is racism in U.S. society?,Less serious,0.47,70,28,new-york,11,NY,29,42.9538,-75.5268
How serious a problem is racism in policing?,Very serious,0.48,16,82,new-york,12,NY,29,42.9538,-75.5268
How serious a problem is racism in policing?,Less serious,0.5,68,31,new-york,12,NY,29,42.9538,-75.5268
"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",Too tough,0.36,12,87,new-york,34,NY,29,42.9538,-75.5268
"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",Not tough enough,0.21,,,new-york,34,NY,29,42.9538,-75.5268
"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",About right,0.41,58,40,new-york,34,NY,29,42.9538,-75.5268
Which best describes your feelings about the way the federal government is working?,Enthusiastic or satisfied,0.35,81,18,new-york,35,NY,29,42.9538,-75.5268
Which best describes your feelings about the way the federal government is working?,Dissatisfied or angry,0.65,23,75,new-york,35,NY,29,42.9538,-75.5268
"Do you describe yourself as a man, a woman, or in some other way?",Men,0.45,54,45,north-carolina,1,NC,15,35.5557,-79.3877
"Do you describe yourself as a man, a woman, or in some other way?",Women,0.55,47,52,north-carolina,1,NC,15,35.5557,-79.3877
"Do you describe yourself as a man, a woman, or in some other way?",Some other way,0,,,north-carolina,1,NC,15,35.5557,-79.3877
What is your age?,18-29,0.15,41,57,north-carolina,2,NC,15,35.5557,-79.3877
What is your age?,30-44,0.22,48,50,north-carolina,2,NC,15,35.5557,-79.3877
What is your age?,45-64,0.36,52,48,north-carolina,2,NC,15,35.5557,-79.3877
What is your age?,65+,0.27,55,45,north-carolina,2,NC,15,35.5557,-79.3877
Which best describes your level of education?,High school or less,0.26,55,45,north-carolina,3,NC,15,35.5557,-79.3877
Which best describes your level of education?,"Some college, or associate degree",0.36,53,46,north-carolina,3,NC,15,35.5557,-79.3877
Which best describes your level of education?,College graduate,0.25,44,54,north-carolina,3,NC,15,35.5557,-79.3877
Which best describes your level of education?,Postgraduate study,0.13,43,56,north-carolina,3,NC,15,35.5557,-79.3877
"What is your present religion, if any?",Protestant,0.37,62,37,north-carolina,4,NC,15,35.5557,-79.3877
"What is your present religion, if any?",Catholic,0.11,53,45,north-carolina,4,NC,15,35.5557,-79.3877
"What is your present religion, if any?",Mormon,0.01,,,north-carolina,4,NC,15,35.5557,-79.3877
"What is your present religion, if any?",Other Christian,0.23,55,44,north-carolina,4,NC,15,35.5557,-79.3877
"What is your present religion, if any?",Jewish,0.02,,,north-carolina,4,NC,15,35.5557,-79.3877
"What is your present religion, if any?",Muslim,0,,,north-carolina,4,NC,15,35.5557,-79.3877
"What is your present religion, if any?",Something else,0.09,37,62,north-carolina,4,NC,15,35.5557,-79.3877
"What is your present religion, if any?",None,0.17,25,73,north-carolina,4,NC,15,35.5557,-79.3877
What was your total household income in 2019?,"Under $25,000",0.16,46,53,north-carolina,6,NC,15,35.5557,-79.3877
What was your total household income in 2019?,"$25,000-$49,999",0.27,50,48,north-carolina,6,NC,15,35.5557,-79.3877
What was your total household income in 2019?,"$50,000-$74,999",0.21,53,46,north-carolina,6,NC,15,35.5557,-79.3877
What was your total household income in 2019?,"$75,000-$99,999",0.15,49,50,north-carolina,6,NC,15,35.5557,-79.3877
What was your total household income in 2019?,"$100,000 or more",0.21,50,49,north-carolina,6,NC,15,35.5557,-79.3877
When did you vote?,Election Day,0.18,67,32,north-carolina,7,NC,15,35.5557,-79.3877
When did you vote?,Early or absentee,0.82,46,52,north-carolina,7,NC,15,35.5557,-79.3877
Do you have a close friend or family member who has died from the coronavirus?,Yes,0.17,32,67,north-carolina,8,NC,15,35.5557,-79.3877
Do you have a close friend or family member who has died from the coronavirus?,No,0.83,54,45,north-carolina,8,NC,15,35.5557,-79.3877
Do you think the condition of the nation’s economy is:,Excellent or good,0.44,85,14,north-carolina,9,NC,15,35.5557,-79.3877
Do you think the condition of the nation’s economy is:,Not so good or poor,0.56,22,76,north-carolina,9,NC,15,35.5557,-79.3877
Do you think the coronavirus in the United States is:,At least somewhat under control,0.51,82,17,north-carolina,10,NC,15,35.5557,-79.3877
Do you think the coronavirus in the United States is:,Not at all under control,0.49,17,82,north-carolina,10,NC,15,35.5557,-79.3877
How serious a problem is racism in U.S. society?,Very or somewhat serious,0.75,36,62,north-carolina,11,NC,15,35.5557,-79.3877
How serious a problem is racism in U.S. society?,Not too or not at all serious,0.25,91,8,north-carolina,11,NC,15,35.5557,-79.3877
How serious a problem is racism in policing?,Very or somewhat serious,0.68,33,66,north-carolina,12,NC,15,35.5557,-79.3877
How serious a problem is racism in policing?,Not too or not at all serious,0.29,90,8,north-carolina,12,NC,15,35.5557,-79.3877
"Thinking about the criminal justice system in the United States, would you say it:",Needs a complete overhaul or major changes,0.66,36,63,north-carolina,13,NC,15,35.5557,-79.3877
"Thinking about the criminal justice system in the United States, would you say it:",Needs minor changes or no changes,0.32,78,21,north-carolina,13,NC,15,35.5557,-79.3877
"In general, how concerned are you about the effects of climate change?",Very or somewhat concerned,0.71,31,68,north-carolina,14,NC,15,35.5557,-79.3877
"In general, how concerned are you about the effects of climate change?",Not too or not at all concerned,0.29,91,7,north-carolina,14,NC,15,35.5557,-79.3877
Should gun laws in the U.S. be made:,More strict,0.54,22,77,north-carolina,15,NC,15,35.5557,-79.3877
Should gun laws in the U.S. be made:,Less strict,0.1,,,north-carolina,15,NC,15,35.5557,-79.3877
Should gun laws in the U.S. be made:,Kept as they are,0.35,80,18,north-carolina,15,NC,15,35.5557,-79.3877
How old are you? And what is your gender?,18-29 men,0.06,39,60,north-carolina,16,NC,15,35.5557,-79.3877
How old are you? And what is your gender?,18-29 women,0.08,43,55,north-carolina,16,NC,15,35.5557,-79.3877
How old are you? And what is your gender?,30-44 men,0.1,54,43,north-carolina,16,NC,15,35.5557,-79.3877
How old are you? And what is your gender?,30-44 women,0.12,43,56,north-carolina,16,NC,15,35.5557,-79.3877
How old are you? And what is your gender?,45-64 men,0.17,57,43,north-carolina,16,NC,15,35.5557,-79.3877
How old are you? And what is your gender?,45-64 women,0.2,47,52,north-carolina,16,NC,15,35.5557,-79.3877
How old are you? And what is your gender?,65+ men,0.12,59,41,north-carolina,16,NC,15,35.5557,-79.3877
How old are you? And what is your gender?,65+ women,0.15,51,48,north-carolina,16,NC,15,35.5557,-79.3877
How old are you? And what is your gender?,All others,0,,,north-carolina,16,NC,15,35.5557,-79.3877
What is your racial or ethnic heritage?,White,0.75,61,38,north-carolina,17,NC,15,35.5557,-79.3877
What is your racial or ethnic heritage?,African-American or Black,0.19,5,94,north-carolina,17,NC,15,35.5557,-79.3877
What is your racial or ethnic heritage?,Latino or Hispanic,0.03,50,46,north-carolina,17,NC,15,35.5557,-79.3877
What is your racial or ethnic heritage?,Other,0.04,53,43,north-carolina,17,NC,15,35.5557,-79.3877
What is your racial or ethnic heritage?,White,0.75,61,38,north-carolina,18,NC,15,35.5557,-79.3877
What is your racial or ethnic heritage?,Nonwhite,0.25,18,81,north-carolina,18,NC,15,35.5557,-79.3877
What is your racial or ethnic heritage? And what is your gender?,White men,0.35,63,36,north-carolina,19,NC,15,35.5557,-79.3877
What is your racial or ethnic heritage? And what is your gender?,White women,0.39,60,39,north-carolina,19,NC,15,35.5557,-79.3877
What is your racial or ethnic heritage? And what is your gender?,Nonwhite men,0.1,24,74,north-carolina,19,NC,15,35.5557,-79.3877
What is your racial or ethnic heritage? And what is your gender?,Nonwhite women,0.15,14,86,north-carolina,19,NC,15,35.5557,-79.3877
What is your racial or ethnic heritage? And what is your gender?,All others,0,,,north-carolina,19,NC,15,35.5557,-79.3877
What is your racial or ethnic heritage? And how old are you?,White 18-44,0.26,56,42,north-carolina,20,NC,15,35.5557,-79.3877
What is your racial or ethnic heritage? And how old are you?,White 45+,0.49,64,36,north-carolina,20,NC,15,35.5557,-79.3877
What is your racial or ethnic heritage? And how old are you?,Nonwhite 18-44,0.11,18,80,north-carolina,20,NC,15,35.5557,-79.3877
What is your racial or ethnic heritage? And how old are you?,Nonwhite 45+,0.15,17,82,north-carolina,20,NC,15,35.5557,-79.3877
Would you describe yourself as a white evangelical or white born-again Christian?,White evangelical/white born-again Christians,0.35,86,14,north-carolina,5,NC,15,35.5557,-79.3877
Would you describe yourself as a white evangelical or white born-again Christian?,All others,0.65,40,58,north-carolina,5,NC,15,35.5557,-79.3877
"How often, if at all, do you attend religious services?",At least monthly,0.45,57,42,north-carolina,21,NC,15,35.5557,-79.3877
"How often, if at all, do you attend religious services?",Less often,0.55,44,54,north-carolina,21,NC,15,35.5557,-79.3877
Marital Status,Married,0.55,58,41,north-carolina,22,NC,15,35.5557,-79.3877
Marital Status,Not married,0.45,41,58,north-carolina,22,NC,15,35.5557,-79.3877
Are you married? What is your gender?,Married men,0.27,58,41,north-carolina,23,NC,15,35.5557,-79.3877
Are you married? What is your gender?,Married women,0.28,58,41,north-carolina,23,NC,15,35.5557,-79.3877
Are you married? What is your gender?,Not married men,0.18,44,55,north-carolina,23,NC,15,35.5557,-79.3877
Are you married? What is your gender?,Not married women,0.27,40,59,north-carolina,23,NC,15,35.5557,-79.3877
