q_id,question,choices,pct_voters,Trump,Biden,state
92,What is your racial or ethnic heritage?,Nonwhite,0.1,26,71,minnesota
93,What is your racial or ethnic heritage? And what is your gender?,White men,0.42,51,46,minnesota
93,What is your racial or ethnic heritage? And what is your gender?,White women,0.48,44,54,minnesota
93,What is your racial or ethnic heritage? And what is your gender?,Black men,0.02,,,minnesota
93,What is your racial or ethnic heritage? And what is your gender?,Black women,0.02,,,minnesota
93,What is your racial or ethnic heritage? And what is your gender?,Latino men,0.01,,,minnesota
93,What is your racial or ethnic heritage? And what is your gender?,Latino women,0.01,,,minnesota
93,What is your racial or ethnic heritage? And what is your gender?,All others,0.04,38,58,minnesota
94,What is your racial or ethnic heritage? And what is your gender?,White men,0.42,51,46,minnesota
94,What is your racial or ethnic heritage? And what is your gender?,White women,0.48,44,54,minnesota
94,What is your racial or ethnic heritage? And what is your gender?,Nonwhite men,0.05,35,62,minnesota
94,What is your racial or ethnic heritage? And what is your gender?,Nonwhite women,0.04,16,81,minnesota
94,What is your racial or ethnic heritage? And what is your gender?,All others,0.01,,,minnesota
95,What is your racial or ethnic heritage? And how old are you?,White 18-29,0.11,34,64,minnesota
95,What is your racial or ethnic heritage? And how old are you?,White 30-44,0.21,43,54,minnesota
95,What is your racial or ethnic heritage? And how old are you?,White 45-64,0.33,52,46,minnesota
95,What is your racial or ethnic heritage? And how old are you?,White 65+,0.26,50,48,minnesota
95,What is your racial or ethnic heritage? And how old are you?,Nonwhite 18-29,0.02,,,minnesota
95,What is your racial or ethnic heritage? And how old are you?,Nonwhite 30-44,0.03,28,68,minnesota
95,What is your racial or ethnic heritage? And how old are you?,Nonwhite 45-64,0.03,26,71,minnesota
95,What is your racial or ethnic heritage? And how old are you?,Nonwhite 65+,0.01,,,minnesota
96,What is your racial or ethnic heritage? And how old are you?,White 18-44,0.32,40,58,minnesota
96,What is your racial or ethnic heritage? And how old are you?,White 45+,0.59,52,47,minnesota
96,What is your racial or ethnic heritage? And how old are you?,Black 18-44,0.02,,,minnesota
96,What is your racial or ethnic heritage? And how old are you?,Black 45+,0.02,,,minnesota
96,What is your racial or ethnic heritage? And how old are you?,Latino 18-44,0.01,,,minnesota
96,What is your racial or ethnic heritage? And how old are you?,Latino 45+,0.01,,,minnesota
96,What is your racial or ethnic heritage? And how old are you?,All other races,0.04,38,58,minnesota
97,What is your racial or ethnic heritage? And how old are you?,White 18-44,0.32,40,58,minnesota
97,What is your racial or ethnic heritage? And how old are you?,White 45+,0.59,52,47,minnesota
97,What is your racial or ethnic heritage? And how old are you?,Nonwhite 18-44,0.05,26,71,minnesota
97,What is your racial or ethnic heritage? And how old are you?,Nonwhite 45+,0.04,26,71,minnesota
98,"What is your race, age and gender?",White 18-44 men,0.15,39,58,minnesota
98,"What is your race, age and gender?",White 18-44 women,0.17,41,57,minnesota
98,"What is your race, age and gender?",White 45+ men,0.28,58,40,minnesota
98,"What is your race, age and gender?",White 45+ women,0.31,46,53,minnesota
98,"What is your race, age and gender?",Nonwhite 18-44 men,0.02,,,minnesota
98,"What is your race, age and gender?",Nonwhite 18-44 women,0.03,16,83,minnesota
98,"What is your race, age and gender?",Nonwhite 45+ men,0.02,,,minnesota
98,"What is your race, age and gender?",Non-hite 45+ women,0.02,,,minnesota
98,"What is your race, age and gender?",All others,0.01,,,minnesota
98,"What is your race, age and gender?",Mexican,0.01,,,minnesota
98,"What is your race, age and gender?",Puerto Rican,0,,,minnesota
98,"What is your race, age and gender?",Cuban,0,,,minnesota
98,"What is your race, age and gender?",Dominican,0,,,minnesota
98,"What is your race, age and gender?",Salvadoran,0,,,minnesota
98,"What is your race, age and gender?",Other Central American,0,,,minnesota
98,"What is your race, age and gender?",South American,0,,,minnesota
98,"What is your race, age and gender?",Spanish,0,,,minnesota
98,"What is your race, age and gender?",Other country,0,,,minnesota
99,Which of the following best describes you and your family’s heritage?,Not Hispanic,0.98,46,52,minnesota
99,Which of the following best describes you and your family’s heritage?,Mexican,0.01,,,minnesota
99,Which of the following best describes you and your family’s heritage?,Puerto Rican,0,,,minnesota
99,Which of the following best describes you and your family’s heritage?,Cuban,0,,,minnesota
99,Which of the following best describes you and your family’s heritage?,Central American,0,,,minnesota
99,Which of the following best describes you and your family’s heritage?,South American,0,,,minnesota
99,Which of the following best describes you and your family’s heritage?,Other,0,,,minnesota
100,Which of the following best describes you and your family’s heritage?,Not Hispanic,0.98,46,52,minnesota
101,"What is your present religion, if any?",Protestant/Other Christian,0.45,55,43,minnesota
101,"What is your present religion, if any?",Catholic,0.24,53,45,minnesota
101,"What is your present religion, if any?",Other,0.09,33,63,minnesota
101,"What is your present religion, if any?",Unaffiliated,0.22,23,75,minnesota
102,"What is your present religion, if any?",White Protestant/Other Christian,0.41,57,41,minnesota
102,"What is your present religion, if any?",White Catholic,0.22,54,44,minnesota
102,"What is your present religion, if any?",White other,0.08,36,61,minnesota
102,"What is your present religion, if any?",White no religion,0.2,24,74,minnesota
102,"What is your present religion, if any?",Nonwhites,0.1,26,71,minnesota
103,Would you describe yourself as a white evangelical or white born-again Christian?,White evangelical/white born-again Christians,0.18,74,23,minnesota
103,Would you describe yourself as a white evangelical or white born-again Christian?,All others,0.82,40,58,minnesota
104,"How often, if at all, do you attend religious services?",Never,0.27,30,69,minnesota
104,"How often, if at all, do you attend religious services?",A few times a year or less,0.33,43,54,minnesota
104,"How often, if at all, do you attend religious services?",About once a month,0.05,,,minnesota
104,"How often, if at all, do you attend religious services?",A few times a month,0.13,52,45,minnesota
104,"How often, if at all, do you attend religious services?",Once a week or more,0.22,64,33,minnesota
105,"How often, if at all, do you attend religious services?",At least monthly,0.4,58,39,minnesota
105,"How often, if at all, do you attend religious services?",Less often,0.6,37,61,minnesota
106,Are you:,Married,0.56,51,47,minnesota
106,Are you:,Not married,0.44,39,59,minnesota
107,Are you married? What is your gender?,Married men,0.3,58,39,minnesota
107,Are you married? What is your gender?,Married women,0.27,43,55,minnesota
107,Are you married? What is your gender?,Not married men,0.19,44,53,minnesota
107,Are you married? What is your gender?,Not married women,0.25,36,63,minnesota
108,Which best describes your level of education?,No college degree,0.59,51,47,minnesota
108,Which best describes your level of education?,College degree,0.41,37,60,minnesota
109,What is your gender and level of education?,Noncollege graduate men,0.26,54,44,minnesota
109,What is your gender and level of education?,College graduate men,0.21,45,52,minnesota
109,What is your gender and level of education?,Noncollege graduate women,0.32,49,49,minnesota
109,What is your gender and level of education?,College graduate women,0.2,30,68,minnesota
109,What is your gender and level of education?,All others,0.01,,,minnesota
110,What is your level of education and racial or ethnic heritage?,White noncollege,0.53,54,45,minnesota
110,What is your level of education and racial or ethnic heritage?,White college,0.38,38,59,minnesota
110,What is your level of education and racial or ethnic heritage?,Black noncollege,0.02,,,minnesota
110,What is your level of education and racial or ethnic heritage?,Black college,0.01,,,minnesota
110,What is your level of education and racial or ethnic heritage?,Latino noncollege,0.01,,,minnesota
110,What is your level of education and racial or ethnic heritage?,Latino college,0.01,,,minnesota
110,What is your level of education and racial or ethnic heritage?,All others,0.04,38,58,minnesota
111,What is your racial or ethnic heritage and level of education?,White noncollege,0.53,54,45,minnesota
111,What is your racial or ethnic heritage and level of education?,White college,0.38,38,59,minnesota
111,What is your racial or ethnic heritage and level of education?,Nonwhite noncollege,0.06,26,71,minnesota
111,What is your racial or ethnic heritage and level of education?,Nonwhite college,0.04,26,71,minnesota
112,"What is your racial or ethnic heritage, level of education and gender?",White noncollege men,0.23,56,42,minnesota
112,"What is your racial or ethnic heritage, level of education and gender?",White noncollege women,0.29,53,46,minnesota
112,"What is your racial or ethnic heritage, level of education and gender?",White college men,0.19,46,51,minnesota
112,"What is your racial or ethnic heritage, level of education and gender?",White college women,0.19,31,67,minnesota
112,"What is your racial or ethnic heritage, level of education and gender?",Nonwhite noncollege men,0.03,,,minnesota
112,"What is your racial or ethnic heritage, level of education and gender?",Nonwhite noncollege women,0.03,13,85,minnesota
112,"What is your racial or ethnic heritage, level of education and gender?",Nonwhite college men,0.02,29,67,minnesota
112,"What is your racial or ethnic heritage, level of education and gender?",Nonwhite college women,0.02,,,minnesota
112,"What is your racial or ethnic heritage, level of education and gender?",All others,0.01,,,minnesota
113,What is your age and education level?,Noncollege 18-44,0.2,44,54,minnesota
113,What is your age and education level?,College 18-44,0.16,31,67,minnesota
113,What is your age and education level?,College 45+,0.38,55,44,minnesota
113,What is your age and education level?,Noncollege 45+,0.25,42,56,minnesota
114,What was your total household income in 2019?,"Under $50,000",0.32,47,51,minnesota
114,What was your total household income in 2019?,"$50,000-$99,999",0.4,45,53,minnesota
114,What was your total household income in 2019?,"$100,000 or more",0.29,44,53,minnesota
115,What was your total household income in 2019?,"Under $50,000",0.32,47,51,minnesota
115,What was your total household income in 2019?,"$50,000 or more",0.68,45,53,minnesota
116,Which of the following best describes the area where you live?,Urban,0.17,23,75,minnesota
116,Which of the following best describes the area where you live?,Suburban,0.45,42,56,minnesota
116,Which of the following best describes the area where you live?,Small town or rural,0.38,60,38,minnesota
117,What is your gender? And the size of the place where you live?,Urban men,0.08,26,72,minnesota
117,What is your gender? And the size of the place where you live?,Suburban men,0.2,47,50,minnesota
